MergeSort QuickSort TimSort OESM Cook_Kim InsertionSort LIS BothAlgo2 TwoMomentSort DDS 
724843 724843 724843 724843 724843 724843 724843 724843 724843 724843 
907410 907101 907737 908269 907576 907668 908449 908567 906476 908691 
981175 981597 982439 981860 981947 981827 982626 982932 982084 981513 
1033746 1033340 1033849 1032803 1032866 1034413 1033911 1033120 1034248 1034195 
1072784 1073474 1075548 1073443 1072617 1073459 1073974 1073943 1073187 1073716 
1103865 1106668 1106923 1108231 1105869 1105645 1105584 1106817 1107071 1105179 
1136245 1133525 1133814 1134489 1132943 1134423 1134538 1132931 1132153 1132835 
1157761 1157064 1156016 1158776 1156592 1157658 1158524 1157856 1159835 1156616 
1177891 1175895 1176613 1177402 1177316 1177275 1178314 1175174 1177488 1177911 
1196304 1196117 1197495 1195826 1196439 1194600 1194970 1196867 1198560 1195436 
1212210 1212287 1209776 1212079 1211373 1212105 1209528 1211870 1213805 1212932 
1226364 1225641 1227676 1228164 1225242 1227735 1226411 1224905 1227345 1225376 
1241443 1238241 1240900 1240079 1240470 1238041 1237030 1240480 1240500 1240781 
1251164 1252170 1251617 1251791 1251236 1249759 1250185 1253234 1253220 1250514 
1263411 1265569 1262623 1262785 1263667 1262709 1264221 1261543 1264781 1264014 
1273002 1275460 1269942 1270458 1271851 1271773 1272563 1270912 1272139 1272186 
1282328 1282940 1285024 1282841 1282678 1283308 1283553 1282304 1284329 1281720 
1292206 1293356 1290213 1292142 1291535 1290595 1292388 1290677 1288472 1289482 
1300570 1299976 1298659 1299757 1299250 1300485 1298652 1297971 1301010 1301678 
1305780 1308126 1307538 1307258 1308324 1307652 1306241 1306719 1307402 1309123 
1313292 1314284 1315749 1314462 1313195 1315081 1312154 1314140 1316908 1313633 
99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 
810114 815313 822244 813767 810494 812998 814171 817953 818766 809151 
860923 859603 860855 862018 861288 861311 859903 860450 860781 860814 
861679 865092 863231 862284 865177 864312 862311 861493 862943 863534 
886630 888029 887669 886641 888085 887637 893893 885861 886844 890341 
922078 928001 928553 923948 927936 929887 920999 926351 927828 926103 
965401 962425 970043 965732 963518 963205 962209 963637 959958 970265 
993394 991265 992991 997087 994863 991047 993156 995337 991710 992962 
1005698 1010587 1004132 1007422 1007361 1004372 1007571 1007921 1009156 1007613 
1014901 1014867 1012004 1012475 1015665 1014540 1016318 1012894 1014529 1015833 
1015355 1015806 1016302 1015224 1015181 1014874 1015899 1015854 1017119 1016521 
1014532 1015787 1014658 1015360 1016684 1015923 1013623 1014110 1015544 1016399 
1014331 1014771 1014230 1013044 1014553 1014408 1014367 1013334 1013341 1013400 
1013839 1013820 1014249 1012524 1014893 1013862 1014120 1013014 1013282 1012967 
1015106 1013129 1012387 1014097 1013795 1013583 1014015 1014126 1012938 1013373 
1014977 1013482 1015279 1012252 1013693 1014540 1014606 1013553 1014029 1013118 
1014438 1014919 1014926 1014127 1014859 1014274 1014224 1014085 1015746 1015310 
1016988 1017303 1016589 1017244 1017507 1016900 1016823 1015800 1016945 1018175 
1019245 1019456 1017447 1018125 1018827 1018481 1016477 1019867 1017314 1017747 
1020060 1019985 1021774 1021268 1020908 1022318 1020184 1019453 1021011 1020415 
1023238 1022992 1023744 1024368 1023016 1025021 1024438 1023335 1023360 1023974 
99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 
724261 724457 725604 727263 728963 725828 726415 725252 722752 726006 
910548 910608 907897 905072 911911 906421 912723 910175 908362 906031 
1046093 1047865 1048351 1044149 1049450 1049742 1042997 1047683 1049223 1045454 
1157938 1161329 1163731 1157386 1157218 1160168 1159869 1162308 1163105 1161032 
1257966 1259616 1264320 1257140 1261523 1267647 1259286 1262125 1267031 1259186 
1356357 1346933 1349589 1349807 1346980 1348878 1349347 1347526 1343770 1347818 
1432497 1424414 1427322 1440632 1432407 1431958 1430308 1430689 1437465 1430611 
1496526 1501895 1502890 1500667 1500351 1502524 1500823 1501919 1504101 1508741 
1564388 1567383 1569502 1567984 1573716 1562550 1570805 1578461 1578807 1571065 
1636611 1634641 1628450 1621146 1627747 1631013 1624927 1630847 1627104 1629415 
1688932 1682816 1683744 1689435 1684777 1684516 1682428 1685963 1682212 1686421 
1742392 1735054 1744140 1750857 1732069 1736323 1738741 1741190 1745015 1748531 
1798143 1783734 1782235 1789103 1787956 1789311 1777515 1786818 1781764 1789006 
1834429 1832344 1834134 1823318 1831376 1828402 1831684 1828860 1831705 1833282 
1868099 1876450 1872041 1872257 1865470 1862286 1870079 1870846 1867898 1872901 
1908293 1904315 1908914 1911074 1908957 1909345 1904381 1913188 1906494 1908092 
1943507 1943841 1947793 1948857 1941662 1940382 1946067 1936961 1941907 1937243 
1980082 1976989 1977978 1971947 1976253 1976739 1977425 1976716 1983333 1980890 
2010709 2011054 2011848 2004831 2017395 1999014 2002808 2003259 2010990 2011222 
2042226 2040574 2037906 2036948 2037200 2045495 2043860 2036613 2048788 2048022 
99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 
299558 299201 299858 300112 299961 299115 300344 300533 298537 300354 
392111 392024 391967 391647 391727 392008 392720 392355 392212 391540 
462218 463339 463587 462727 463125 463270 463498 463042 464013 463693 
521160 522148 524218 521260 522061 522320 523839 521501 522607 523158 
574478 575326 576198 576100 574603 576779 574434 577186 576402 574075 
624971 621835 622415 623128 622200 621841 623219 620939 621010 622864 
667107 665324 664873 669028 667921 666038 667705 666278 669239 667208 
707473 706916 707474 707807 706534 707083 705758 706556 706064 707239 
744996 743766 745876 744484 745332 745449 746257 748341 749228 746006 
785411 783949 778474 777672 782395 781686 779851 781929 782157 780683 
817051 813859 816240 816664 815306 817001 814953 814783 815972 815233 
848160 848086 847795 852023 847390 847011 847303 849381 851248 851191 
883652 878218 880164 877692 877099 879544 876334 880443 877684 880978 
913495 911303 909033 908308 910413 908198 909402 907200 913239 911777 
935556 940887 938957 940562 939416 932770 940950 939235 936089 936183 
968901 965527 968106 966992 966676 966044 965784 967904 966027 966364 
993965 991363 995539 996801 995210 992998 994613 989727 991550 989352 
1022123 1021939 1019872 1016843 1019957 1020082 1018815 1018126 1023131 1021658 
1045243 1047417 1048375 1045887 1046191 1043431 1042664 1039862 1047705 1045488 
1071608 1069585 1071314 1071506 1067876 1074539 1072158 1069971 1072438 1073069 
199997 199997 199997 199997 199997 199997 199997 199997 199997 199997 
488055 489516 488789 490135 489432 488661 490926 490258 487955 488948 
587110 585179 585452 584865 584995 587215 588630 587782 585859 585688 
648574 649607 650655 650360 651252 648887 650948 650504 650444 650261 
696547 697160 697640 696698 697359 696594 698990 697496 697646 698546 
734944 735844 737731 738189 734602 735582 735426 737964 736981 735726 
769075 767264 767832 768321 768086 766898 767092 765894 766876 766727 
795034 795489 794868 797408 797267 795852 795678 796111 797230 795796 
821101 817807 820462 821400 818759 820630 819547 819507 818952 819875 
841569 839594 842319 840938 841667 841258 842309 842527 844137 842061 
862999 862432 860709 859807 861686 859796 861664 861996 861935 860567 
878814 877123 879154 878341 878711 881914 878283 879868 879522 878904 
894807 895173 895461 897058 896779 893656 895991 896407 896897 897440 
912558 912501 911394 910320 909967 911500 909174 911856 910792 911435 
926564 924613 925850 924771 925458 923585 925492 922188 926822 924911 
936399 939103 939298 939242 939769 936576 938277 938631 938275 938593 
951166 951419 950237 950771 949053 951367 951286 951776 951449 951360 
962763 960072 961570 964834 962375 962578 964140 960672 960277 960464 
973789 973785 972199 972147 975010 974276 972728 970758 973543 973518 
983013 983626 983908 984781 983425 982471 983922 983499 984337 984489 
994807 994445 994604 993792 993475 997312 994881 993994 993381 994643 
99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 
438618 438362 438162 438160 438312 437886 438872 439189 437972 439879 
512204 511214 513332 512127 512694 511574 512848 512246 513652 511969 
560855 562204 560860 561116 561577 561991 562136 560870 562559 560576 
596475 597733 599875 597325 599504 598293 599237 598103 598806 598369 
628264 629231 629172 629785 628171 629413 628146 629896 629163 627845 
656164 653342 654973 655525 654139 654879 654537 652622 653790 654654 
676401 676456 675135 677927 677409 676085 677452 677121 677280 677666 
697050 695444 695241 696942 695370 695738 694343 695504 694999 695671 
715065 712126 713217 713341 714026 713987 713683 714600 715434 713445 
730454 731832 728618 727910 730064 729979 726946 728473 729690 728640 
744110 744121 745666 745924 742477 745251 743545 742857 743352 743939 
756146 756491 756396 758517 758480 756465 755736 758265 758241 757531 
770412 768599 769905 768735 768212 768170 769410 769643 770519 770679 
783042 780100 780500 781133 780279 780683 780778 780072 782275 782922 
791347 792218 792030 791442 791970 790468 794153 792612 791460 790266 
801146 802462 802336 801526 800466 802521 801274 800990 801454 800673 
811489 810394 812172 812708 811993 811991 810719 809658 811213 809806 
820811 821446 821711 819908 819992 820311 819780 819302 820489 821348 
827579 829780 828866 830091 828718 828586 829057 827025 828174 829311 
837205 836034 838599 837611 835759 837505 837598 836043 838594 837120 
99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 
389198 389181 389424 389609 389642 389072 389789 389524 388876 389652 
417923 417917 418183 417928 417937 418038 418259 418125 417931 417814 
432892 433231 433371 433185 433315 433281 433087 433228 433449 433359 
444594 445063 445403 444718 444876 445006 445378 445002 445205 445167 
455452 455703 455823 455780 455742 455959 455283 456021 455915 455271 
465322 464985 464957 465227 465035 464836 465454 464970 464867 465111 
474140 473549 473374 474194 474236 473802 473804 473679 474466 474026 
481731 481755 481825 481865 481620 481990 481843 481752 481731 482019 
489092 489015 489291 489005 489081 489323 489551 489797 489986 489409 
497055 496583 495441 495418 496261 495980 495942 496372 496371 496235 
503119 502200 502711 502818 502659 502900 502590 502441 502956 502845 
509125 508788 508698 509573 508449 508505 508951 509011 509670 509497 
515288 514354 514520 514066 514048 514616 514264 514805 513940 514868 
520598 520581 520097 519910 520399 519737 520179 519542 520636 520142 
524739 525614 525504 525789 525415 524285 525380 524976 524904 524991 
530962 530074 530583 530476 530489 530237 530211 530577 530297 530334 
535036 534714 535311 535607 535057 535210 535072 534416 534519 534632 
540095 539955 539244 538996 539664 539716 539598 539254 539933 539792 
543993 544259 544751 544030 544140 543733 543482 543090 544378 544000 
548669 547979 548398 548287 548194 548992 548374 548243 548479 549013 
99999 99999 99999 99999 99999 99999 99999 99999 99999 99999 
545975 544015 548824 550142 548346 548438 551634 548375 545087 550071 
676767 680741 674310 677434 674728 679364 675720 676659 676501 677574 
742778 743410 739480 741763 741704 741844 743473 742393 742637 741926 
784015 784367 785556 782345 783922 783121 782064 783728 782916 784635 
813195 811686 815185 812872 813098 815112 813449 813990 814021 812385 
837977 836725 836382 837123 835120 836700 836560 837031 834663 837004 
855638 857014 854067 856149 855374 853976 852746 854060 853537 853578 
868935 870097 872592 870408 870520 867359 871173 866024 871075 870421 
882006 883255 881819 882159 885313 884429 882412 881711 884489 883783 
895108 893169 895028 894071 893050 894993 894329 895920 894590 894028 
902829 903652 901663 904145 904789 902308 904671 902798 903675 903060 
911564 912374 911017 912067 912535 911450 912996 913733 913933 913481 
920170 920925 920338 920771 918620 919582 918817 920404 918920 921677 
926928 929894 929100 928827 926982 927745 926584 926923 928222 927013 
933201 934345 933857 933949 932495 932240 933679 931586 933809 935144 
940914 938127 938878 939730 942210 939412 939326 940929 940576 940439 
946836 946602 945776 945648 944987 948121 945909 945268 945212 945592 
951340 951371 948786 951036 947875 949109 951431 949181 950605 949479 
954959 956500 956464 955969 953266 956179 954690 954223 956397 954747 
961973 961008 959424 959663 961497 961523 959539 960510 959643 959267 
